TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
ZFP92	PARVB	0.98325	50.18	0.178	rgb(219,183,183)	1.9943	None
ZNF114	IGF2	0.98325	50.18	0.176	rgb(219,183,184)	1.9943	None
ZNF254	IGF2	0.98325	50.18	0.183	rgb(219,182,182)	1.9943	None
ZNF316	SFTPC	0.98325	50.18	0.184	rgb(219,182,182)	1.9943	None
ZNF552	HK1	0.98325	50.18	0.177	rgb(219,183,183)	1.9943	None
ZNF552	PPP1R18	0.98325	50.18	0.182	rgb(219,182,183)	1.9943	None
ZNF552	RGS3	0.98325	50.18	0.176	rgb(219,183,184)	1.9943	None
ZNF565	PRKCH	0.98325	50.18	0.177	rgb(219,183,184)	1.9943	None
ZNF573	KDR	0.98325	50.18	0.178	rgb(219,183,183)	1.9943	None
ZNF626	ZFP36	0.98325	50.18	0.181	rgb(219,182,183)	1.9943	None
ZNF737	PTPRG	0.98325	50.18	0.179	rgb(219,183,183)	1.9943	None
ZNF74	RNF213	0.98325	50.18	0.182	rgb(219,182,183)	1.9943	None
ZNF771	NFKB1	0.98325	50.18	0.177	rgb(219,183,184)	1.9943	None
ZNF778	EGLN3	0.98325	50.18	0.175	rgb(219,184,184)	1.9943	None
ATF3	ENSMMUG00000002083	0.98045	50.12	0.122	rgb(218,194,194)	1.9931	2,2
ATF3	ENSMMUG00000019477	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	2,2
ATF3	ENSMMUG00000041076	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	2,2
ATF3	TNFRSF6B	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
BACH1	EDNRB	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
BATF2	IDO1	0.98045	50.11	0.112	rgb(218,196,196)	1.9929	2,2
EGR1	BTG2	0.98045	50.11	0.113	rgb(218,195,196)	1.9929	None
ETS2	ENSMMUG00000044002	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	2,2
FOSL2	HIF1A	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
HES1	DUSP6	0.98045	50.11	0.11	rgb(218,196,196)	1.9929	2,2
HES1	GADD45B	0.98045	50.11	0.105	rgb(218,197,197)	1.9929	2,2
HIF1A	ADAMTS4	0.98045	50.11	0.114	rgb(218,195,196)	1.9929	2,2
HIF1A	ANGPT2	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
HIF1A	FOSL2	0.98045	50.11	0.114	rgb(218,195,195)	1.9929	None
HIF1A	RIPK2	0.98045	50.11	0.107	rgb(218,196,197)	1.9929	2,2
HIF1A	SH2B2	0.98045	50.11	0.108	rgb(218,196,197)	1.9929	None
HIF1A	SOD2	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
HIF1A	VCAM1	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	2,2
IRF1	CASP1	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
IRF1	HIF1A	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
IRF1	IFIT3	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
IRF1	OPTN	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
IRF1	PSME1	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	None
IRF1	S100A9	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	2,2
IRF7	STAT1	0.98045	50.14	0.136	rgb(218,191,191)	1.9935	None
JDP2	ACKR1	0.98045	50.11	0.115	rgb(218,195,195)	1.9929	2,2
KLF4	DDIT4	0.98045	50.11	0.112	rgb(218,196,196)	1.9929	None
KLF4	GADD45B	0.98045	50.11	0.113	rgb(218,195,196)	1.9929	None
KLF4	HOPX	0.98045	50.11	0.11	rgb(218,196,196)	1.9929	None
KLF4	ID1	0.98045	50.11	0.108	rgb(218,196,197)	1.9929	None
KLF4	TXNIP	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
KLF4	VWF	-0.98045	50.11	-1.1E-01	rgb(193,203,221)	1.9929	None
KLF4	ZFP36L2	0.98045	50.11	0.113	rgb(218,195,196)	1.9929	None
MECOM	VWF	0.98045	50.11	0.108	rgb(218,196,197)	1.9929	2,2
NFIB	PRCP	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	None
NFKB2	C2CD4B	0.98045	50.11	0.105	rgb(218,197,197)	1.9929	2,2
SKIL	ID3	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	2,2
SOX4	RPS4Y1	0.98045	50.11	0.11	rgb(218,196,196)	1.9929	2,2
STAT1	BST2	0.98045	50.11	0.11	rgb(218,196,196)	1.9929	None
STAT1	CD74	0.98045	50.11	0.114	rgb(218,195,195)	1.9929	None
STAT1	DDX58	0.98045	50.11	0.107	rgb(218,197,197)	1.9929	None
STAT1	ENSMMUG00000020157	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	2,2
STAT1	ENSMMUG00000043492	0.98045	50.11	0.113	rgb(218,195,196)	1.9929	2,2
STAT1	EPSTI1	0.98045	50.11	0.115	rgb(218,195,195)	1.9929	None
STAT1	LAP3	0.98045	50.11	0.108	rgb(218,196,197)	1.9929	None
STAT1	OPTN	0.98045	50.11	0.113	rgb(218,195,196)	1.9929	None
STAT1	RARRES3	0.98045	50.11	0.107	rgb(218,197,197)	1.9929	2,2
TBX3	ENSMMUG00000012608	0.98045	50.11	0.111	rgb(218,196,196)	1.9929	2,2
TBX3	HPGD	0.98045	50.11	0.109	rgb(218,196,196)	1.9929	2,2
TBX3	SLC9A3R2	0.98045	50.11	0.114	rgb(218,195,195)	1.9929	None
TBX3	TNLG2A	0.98045	50.11	0.115	rgb(218,195,195)	1.9929	2,2
YBX3	C2CD4B	0.98045	50.11	0.114	rgb(218,195,195)	1.9929	2,2
YBX3	HPGD	-0.98045	50.14	-1.4E-01	rgb(186,198,222)	1.9935	None
ZBTB16	B2M	0.98045	50.11	0.106	rgb(218,197,197)	1.9929	2,2
ZBTB16	ENSMMUG00000044002	0.98045	50.11	0.108	rgb(218,196,197)	1.9929	2,2
ZBTB16	IFI27	0.98045	50.11	0.109	rgb(218,196,196)	1.9929	2,2
ATF5	TXNIP	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
ATOH7	MCF2L	0.9777	50.17	0.173	rgb(219,184,184)	1.9941	None
ATOH7	RCSD1	0.9777	50.17	0.17	rgb(219,185,185)	1.9941	None
CREB3	NFKBIA	0.9777	50.17	0.172	rgb(219,184,184)	1.9941	None
CREBZF	ACTG1	0.9777	50.17	0.168	rgb(219,185,185)	1.9941	None
E4F1	ETS1	0.9777	50.17	0.172	rgb(219,184,184)	1.9941	None
HIF3A	CLIC5	0.9777	50.17	0.168	rgb(219,185,185)	1.9941	None
HIF3A	EMCN	0.9777	50.17	0.172	rgb(219,184,184)	1.9941	None
HMG20A	TLE4	0.9777	50.17	0.233	rgb(220,173,173)	1.9941	None
HMG20B	TLE4	0.9777	50.17	0.233	rgb(220,173,173)	1.9941	None
IKZF5	LDB2	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
IRF7	PARP14	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
IRF9	PSMB9	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
IRF9	SAMHD1	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
KMT2A	HOPX	0.9777	50.17	0.17	rgb(219,184,185)	1.9941	None
KMT2A	TSPAN18	0.9777	50.17	0.173	rgb(219,184,184)	1.9941	None
MESP1	GSE1	0.9777	50.17	0.174	rgb(219,184,184)	1.9941	None
MTERF1	FLNB	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
MYBL2	STXBP1	0.9777	50.17	0.173	rgb(219,184,184)	1.9941	None
NEUROG1	LAMA4	0.9777	50.17	0.168	rgb(219,185,185)	1.9941	None
PLAGL1	RPL10A	0.9777	50.17	0.173	rgb(219,184,184)	1.9941	None
POU2AF1	IVNS1ABP	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
PRDM15	FNDC3B	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
SKOR1	ARHGAP18	0.9777	50.17	0.167	rgb(219,185,186)	1.9941	None
SKOR2	SCN9A	0.9777	50.17	0.171	rgb(219,184,185)	1.9941	None
SNAI3	DLL4	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
SNAI3	UTRN	0.9777	50.17	0.168	rgb(219,185,185)	1.9941	None
TIGD6	TGFBR3	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
ZBTB1	DNAJB1	0.9777	50.17	0.172	rgb(219,184,184)	1.9941	None
ZBTB43	IGFBP5	0.9777	50.17	0.167	rgb(219,185,186)	1.9941	None
ZBTB48	SDCBP	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZBTB49	EZR	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZFP3	EDNRB	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
ZFP92	ST3GAL1	0.9777	50.17	0.165	rgb(219,185,186)	1.9941	None
ZKSCAN7	DACH1	0.9777	50.17	0.17	rgb(219,185,185)	1.9941	None
ZKSCAN7	TGM2	0.9777	50.17	0.174	rgb(219,184,184)	1.9941	None
ZNF174	FOXO1	0.9777	50.17	0.17	rgb(219,185,185)	1.9941	None
ZNF248	RCSD1	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
ZNF337	CSGALNACT1	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
ZNF445	EGLN3	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZNF485	ETS1	0.9777	50.17	0.168	rgb(219,185,185)	1.9941	None
ZNF589	STXBP1	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZNF589	VWF	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
ZNF674	ACTG1	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
ZNF7	EGLN3	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
ZNF74	LCN2	0.9777	50.17	0.171	rgb(219,184,185)	1.9941	None
ZNF771	RAI14	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZNF778	ZFP36L2	0.9777	50.17	0.167	rgb(219,185,185)	1.9941	None
ZNF782	ZFP36L2	0.9777	50.17	0.172	rgb(219,184,185)	1.9941	None
ZNF8	MARCKS	0.9777	50.17	0.17	rgb(219,185,185)	1.9941	None
ZNF81	ARHGAP18	0.9777	50.17	0.172	rgb(219,184,184)	1.9941	None
ZNF81	ETS1	0.9777	50.17	0.17	rgb(219,185,185)	1.9941	None
ZSCAN1	RNASE4	0.9777	50.17	0.169	rgb(219,185,185)	1.9941	None
ZSCAN23	NEDD4L	0.9777	50.17	0.166	rgb(219,185,186)	1.9941	None
ZSCAN23	RCN1	0.9777	50.17	0.173	rgb(219,184,184)	1.9941	None
ATF3	KLF6	0.9737	50.11	0.113	rgb(218,195,196)	1.9929	None
BATF2	APOL2	0.9737	50.1	0.103	rgb(218,197,198)	1.9927	2,2
BATF2	LAP3	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	2,2
BATF2	RIPK2	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
BATF2	TNFRSF6B	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	2,2
BATF2	WARS	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
BHLHE40	C2CD4B	0.9737	50.1	0.102	rgb(218,197,198)	1.9927	2,2
BHLHE40	ENSMMUG00000046124	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	2,2
CEBPD	RND1	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	2,2
DACH1	EDNRB	0.9737	50.1	0.095	rgb(218,199,199)	1.9927	2,2
EGR1	NFKBIZ	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
ETS1	IGFBP2	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	None
ETS2	MAMU-B	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
HES1	EDNRB	0.9737	50.1	0.233	rgb(220,173,173)	1.9927	2,2
HES1	ENSMMUG00000014786	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
HES1	ITM2A	0.9737	50.1	0.105	rgb(218,197,197)	1.9927	2,2
HES1	NOVA1	0.9737	50.1	0.102	rgb(218,198,198)	1.9927	2,2
HIF1A	ENSMMUG00000041662	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	2,2
HIF1A	IL4I1	0.9737	50.1	0.097	rgb(218,199,199)	1.9927	None
HIF1A	IRF1	0.9737	50.1	0.105	rgb(218,197,197)	1.9927	None
HIF1A	PDLIM1	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	None
IRF1	APOL6	0.9737	50.1	0.098	rgb(218,198,199)	1.9927	None
IRF1	BST2	0.9737	50.1	0.102	rgb(218,197,198)	1.9927	None
IRF1	ENSMMUG00000013256	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	2,2
IRF1	GIMAP4	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
IRF1	IFIT2	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	None
IRF1	IRF7	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	None
IRF7	LAP3	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	2,2
IRF7	MX2	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	2,2
IRF7	OAS1	0.9737	50.1	0.102	rgb(218,198,198)	1.9927	None
IRF7	PSMB8	0.9737	50.14	0.138	rgb(219,191,191)	1.9935	None
IRF7	SERPING1	0.9737	50.11	0.111	rgb(218,196,196)	1.9929	2,2
JDP2	PDLIM1	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
JDP2	TNFRSF6B	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	None
KLF4	CCL2	-0.9737	50.1	-1.0E-01	rgb(195,204,221)	1.9927	None
KLF4	DISP1	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	None
KLF4	EMCN	0.9737	50.1	0.097	rgb(218,198,199)	1.9927	None
KLF4	ITGA4	0.9737	50.1	0.102	rgb(218,198,198)	1.9927	None
KLF4	LYZ	0.9737	50.1	0.095	rgb(218,199,199)	1.9927	None
KLF4	MAMU-B	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
KLF4	SPRY1	0.9737	50.1	0.102	rgb(218,198,198)	1.9927	None
KLF4	VASN	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	None
MECOM	EDNRB	-0.9737	50.1	-9.8E-02	rgb(196,204,221)	1.9927	2,2
MECOM	PREX2	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
NFIB	C5orf13	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	2,2
NFIB	ETS1	0.9737	50.1	0.098	rgb(218,198,198)	1.9927	None
NFIB	LAMA4	0.9737	50.1	0.233	rgb(220,173,173)	1.9927	None
NFIB	LIFR	0.9737	50.1	0.096	rgb(218,199,199)	1.9927	None
NFIB	MCF2L	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	None
NFKB2	CCL2	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	None
SMAD1	CHST15	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	None
SMAD1	EGLN3	0.9737	50.1	0.097	rgb(218,198,199)	1.9927	None
STAT1	APOL6	0.9737	50.1	0.097	rgb(218,198,199)	1.9927	None
STAT1	CMPK2	0.9737	50.1	0.095	rgb(218,199,199)	1.9927	2,2
STAT1	ENSMMUG00000019251	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
STAT1	ENSMMUG00000022626	0.9737	50.1	0.103	rgb(218,197,197)	1.9927	2,2
STAT1	ERAP1	0.9737	50.1	0.097	rgb(218,199,199)	1.9927	None
STAT1	HERC5	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	None
STAT1	HLA-DMA	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	2,2
STAT1	IFI44	0.9737	50.1	0.1	rgb(218,198,198)	1.9927	None
STAT1	IFI44L	0.9737	50.1	0.098	rgb(218,198,198)	1.9927	None
STAT1	IFIH1	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
STAT1	IFIT2	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	None
STAT1	ITIH5	0.9737	50.1	0.102	rgb(218,198,198)	1.9927	None
STAT1	MAMU-B	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	2,2
STAT1	OAS1	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	None
STAT1	PSME1	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	2,2
STAT1	TXNIP	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	None
STAT1	XAF1	0.9737	50.1	0.097	rgb(218,199,199)	1.9927	None
YBX3	ENSMMUG00000013257	0.9737	50.1	0.101	rgb(218,198,198)	1.9927	2,2
ZBTB16	C10orf10	0.9737	50.1	0.105	rgb(218,197,197)	1.9927	2,2
ZBTB16	EDNRB	0.9737	50.1	0.103	rgb(218,197,197)	1.9927	2,2
ZBTB16	ENSMMUG00000013257	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
ZBTB16	ITIH5	0.9737	50.1	0.102	rgb(218,197,198)	1.9927	2,2
ZBTB16	MAMU-B	0.9737	50.1	0.097	rgb(218,198,199)	1.9927	2,2
ZBTB16	PLA2G4C	0.9737	50.1	0.103	rgb(218,197,198)	1.9927	2,2
ZBTB16	TLE4	0.9737	50.1	0.103	rgb(218,197,198)	1.9927	2,2
ZBTB16	TXNIP	0.9737	50.1	0.103	rgb(218,197,198)	1.9927	2,2
ZNF331	NOVA1	0.9737	50.1	0.099	rgb(218,198,198)	1.9927	2,2
ZNF331	TLE4	0.9737	50.1	0.104	rgb(218,197,197)	1.9927	2,2
ATOH7	PTPRG	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
CARF	TEK	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
CREB5	RNF213	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
DMRTA1	UBD	0.9696	50.16	0.162	rgb(219,186,186)	1.9939	None
DPF1	TNFRSF1B	0.9696	50.16	0.233	rgb(220,173,173)	1.9939	None
DPF3	TNFRSF1B	0.9696	50.16	0.233	rgb(220,173,173)	1.9939	None
E4F1	S100A9	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
HIF3A	FAM171A1	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
HIF3A	LDB2	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
HIF3A	MAST4	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
HIF3A	PLA2G4C	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
HMG20A	SLC9A3R2	0.9696	50.16	0.233	rgb(220,173,173)	1.9939	None
HMG20B	SLC9A3R2	0.9696	50.16	0.233	rgb(220,173,173)	1.9939	None
IRF7	RNF213	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
IRF9	GBP2	0.9696	50.16	0.16	rgb(219,187,187)	1.9939	2,2
IRF9	IFIT3	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
IRF9	LAP3	0.9696	50.16	0.165	rgb(219,186,186)	1.9939	None
IRF9	OAS1	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
IRF9	PSMB8	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
IRF9	XAF1	0.9696	50.16	0.161	rgb(219,186,187)	1.9939	None
NAIF1	IGFBP7	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
PHF1	CDK17	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
PLAGL1	PTP4A3	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
POU2AF1	GPRC5B	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
PRDM14	FAM171A1	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
PRDM15	CDK6	0.9696	50.16	0.165	rgb(219,186,186)	1.9939	None
PRDM15	PTPRG	0.9696	50.16	0.161	rgb(219,186,186)	1.9939	None
RBPJL	LAMA4	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
RFX8	DLL4	0.9696	50.16	0.161	rgb(219,186,187)	1.9939	None
SKOR2	KLF6	0.9696	50.16	0.162	rgb(219,186,186)	1.9939	None
SKOR2	NCKAP5	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
SNAI3	ARID5B	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
TBX6	APOL2	0.9696	50.16	0.161	rgb(219,186,187)	1.9939	None
TBX6	DACH1	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZBTB11	IGF2	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
ZBTB20	DISP1	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZBTB20	SERTAD3	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
ZBTB32	DISP1	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZBTB32	MGLL	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZBTB44	TSPAN5	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZBTB45	TNFRSF1B	0.9696	50.16	0.233	rgb(220,173,173)	1.9939	None
ZBTB48	TMEM100	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZBTB49	MAN1C1	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZFHX4	EFNB2	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZFP90	DPYSL3	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZFP92	ARID5B	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZKSCAN7	ENPP2	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
ZNF133	SLC44A1	0.9696	50.16	0.156	rgb(219,187,187)	1.9939	None
ZNF174	SLCO2B1	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
ZNF177	CMIP	0.9696	50.16	0.156	rgb(219,187,187)	1.9939	None
ZNF19	ID2	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
ZNF217	ARHGAP18	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZNF236	LAMA4	0.9696	50.16	0.155	rgb(219,187,188)	1.9939	None
ZNF248	GPR146	0.9696	50.16	0.161	rgb(219,186,186)	1.9939	None
ZNF276	CD9	0.9696	50.16	0.156	rgb(219,187,187)	1.9939	None
ZNF280A	CLEC3B	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZNF280A	UTRN	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
ZNF345	ARID5B	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZNF440	ETS2	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
ZNF445	ETS1	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
ZNF540	FBXL7	0.9696	50.16	0.156	rgb(219,187,188)	1.9939	None
ZNF550	S100A6	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
ZNF573	DUSP6	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
ZNF581	EGLN3	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
ZNF589	MCF2L	0.9696	50.16	0.158	rgb(219,187,187)	1.9939	None
ZNF589	TGM2	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
ZNF614	RRBP1	0.9696	50.16	0.161	rgb(219,186,187)	1.9939	None
ZNF626	IGF2	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZNF701	CNN3	0.9696	50.16	0.162	rgb(219,186,186)	1.9939	None
ZNF704	DNAJC25	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZNF704	HYAL1	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
ZNF704	ID3	0.9696	50.16	0.159	rgb(219,187,187)	1.9939	None
ZNF708	HSPB1	0.9696	50.16	0.16	rgb(219,186,187)	1.9939	None
ZNF737	MYO10	0.9696	50.16	0.156	rgb(219,187,187)	1.9939	None
ZNF737	ZYX	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
ZNF81	AKAP12	0.9696	50.16	0.163	rgb(219,186,186)	1.9939	None
ZNF81	LAMA4	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZNF81	MCF2L	0.9696	50.16	0.162	rgb(219,186,186)	1.9939	None
ZSCAN1	MYLK	0.9696	50.16	0.162	rgb(219,186,186)	1.9939	None
ZSCAN1	TLE4	0.9696	50.16	0.157	rgb(219,187,187)	1.9939	None
ZSCAN23	FLNB	0.9696	50.16	0.164	rgb(219,186,186)	1.9939	None
ZSCAN23	TNFRSF14	0.9696	50.16	0.155	rgb(219,187,188)	1.9939	None
ATOH7	BTG1	0.9649	50.15	0.147	rgb(219,189,189)	1.9937	None
ATOH7	MAST4	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
ATOH7	TGFBR3	0.9649	50.15	0.153	rgb(219,188,188)	1.9937	None
BPTF	CLU	0.9649	50.15	0.154	rgb(219,188,188)	1.9937	None
CARF	LRRC32	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
CREBL2	MYO1B	0.9649	50.15	0.149	rgb(219,189,189)	1.9937	None
DMRTA1	SPARCL1	0.9649	50.15	0.152	rgb(219,188,188)	1.9937	None
GLIS2	ETS2	0.9649	50.15	0.148	rgb(219,189,189)	1.9937	None
GTF2B	HSPA5	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
HMG20A	DISP1	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
HMG20A	IGFBP5	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
HMG20B	DISP1	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
HMG20B	IGFBP5	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
HOMEZ	B4GALT5	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
HOMEZ	FILIP1L	0.9649	50.15	0.145	rgb(219,189,190)	1.9937	None
IKZF5	PRKCH	0.9649	50.15	0.154	rgb(219,188,188)	1.9937	None
IRF6	IFI27	0.9649	50.15	0.148	rgb(219,189,189)	1.9937	None
IRF9	BST2	0.9649	50.15	0.152	rgb(219,188,188)	1.9937	None
IRF9	HELZ2	0.9649	50.15	0.148	rgb(219,189,189)	1.9937	None
IRF9	IFI44	0.9649	50.15	0.146	rgb(219,189,189)	1.9937	None
IRF9	IRF1	0.9649	50.15	0.152	rgb(219,188,188)	1.9937	None
KMT2A	TLE1	0.9649	50.15	0.147	rgb(219,189,189)	1.9937	None
MBNL2	ETS1	0.9649	50.15	0.154	rgb(219,188,188)	1.9937	None
MLXIPL	CLU	0.9649	50.15	0.151	rgb(219,188,188)	1.9937	None
MTERF1	HSPB8	0.9649	50.15	0.155	rgb(219,187,188)	1.9937	None
MTERF1	RCN1	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
MXD1	EGLN3	0.9649	50.15	0.146	rgb(219,189,189)	1.9937	None
NEUROG1	RGS5	0.9649	50.15	0.147	rgb(219,189,189)	1.9937	None
POU2AF1	EGLN3	0.9649	50.15	0.15	rgb(219,188,189)	1.9937	None
PRDM15	MECOM	0.9649	50.15	0.152	rgb(219,188,188)	1.9937	None
PROX1	NR5A2	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
PROX2	NR5A2	0.9649	50.15	0.233	rgb(220,173,173)	1.9937	None
RFX8	NEDD4L	0.9649	50.15	0.147	rgb(219,189,189)	1.9937	None
SKOR1	CDKN1C	0.9649	50.15	0.148	rgb(219,189,189)	1.9937	None
