	Alv_Gen_Intermediate_Ctrl	Alv_Cap_Ctrl	Gen_Cap_Ctrl	Activated_Alv_Cap_Ctrl	Activated_Gen_Cap_Ctrl	Gen_Cap_LPS	Alv_Gen_Intermediate_LPS	Alv_Cap_LPS	Activated_Gen_Cap_LPS	Activated_Alv_Cap_LPS	Alv_Cap_Combo	Activated_Alv_Cap_Combo	Gen_Cap_Combo	Activated_Gen_Cap_Combo	Alv_Gen_Intermediate_Combo
ENSMMUG00000041183	2.1971	2.0803	1.9637	2.2432	3.0257	2.7438	3.2444	2.6957	3.2896	2.7323	2.2441	0.93242	2.3197	2.2518	3.0005
TMEM50A	7.6866	7.6863	7.4416	8.0151	7.9301	7.8876	8.0276	7.8694	8.1372	8.0434	7.7572	8.0403	7.4745	7.8331	7.8615
TMEM57	6.4262	6.4325	6.1088	6.334	6.4384	5.7955	5.9014	5.7538	5.6286	5.7633	6.1008	6.0664	5.8759	5.9936	5.9579
MAN1C1	5.8723	6.2849	5.2596	6.0656	3.9343	7.1889	7.2892	6.8923	6.4598	6.378	6.3319	6.6915	6.4339	6.9893	6.3201
SELENON	3.3618	3.6283	2.9821	3.0822	3.0257	2.4888	2.6055	3.2045	3.0447	3.5439	3.7312	3.8404	2.9429	2.8623	2.503
MTFR1L	5.4534	5.6535	5.0664	5.8015	5.4549	5.126	5.3217	4.5182	4.6465	5.0163	5.2952	5.175	5.0082	4.6701	5.3464
PAQR7	3.6063	3.0638	3.9263	2.58	3.9343	3.9932	3.9191	3.4652	3.5932	2.252	1.8756	2.2122	4.094	2.9816	3.2332
STMN1	9.2489	8.8032	9.0155	8.8466	9.1611	7.904	7.7942	7.4843	7.6178	7.3802	8.084	7.4296	7.9585	7.7002	8.3255
PAFAH2	3.1031	3.2516	3.4333	4.1029	3.9343	2.5569	2.7336	2.8859	2.2681	2.5893	3.2811	2.819	3.3155	3.3795	2.8215
PDIK1L	3.4756	3.7301	3.3077	3.6093	0	2.9605	2.96	3.3407	1.7181	2.8625	3.5676	3.8404	3.2678	3.3795	3.1597
FAM110D	5.4464	5.2208	5.2291	5.5564	6.0289	6.7095	6.4783	6.5706	6.9441	6.2048	5.8254	5.8935	5.8465	6.6542	5.7976
ENSMMUG00000004682	2.9541	3.0185	2.9263	2.58	4.4874	4.1336	3.972	4.124	4.5322	3.9474	3.1132	3.3341	3.3617	3.9471	3.0823
CEP85	2.5487	1.8923	2.5112	1.1666	3.0257	2.6219	3.1557	2.8859	2.149	2.0483	2.1889	2.3036	2.3197	0.70235	2.9138
SH3BGRL3	7.6836	7.7595	7.252	7.7738	7.3053	7.1536	7.2575	7.1735	7.2637	7.1511	7.6334	7.5946	7.3597	7.5918	7.8528
CD52	5.0191	6.1045	5.1047	5.8015	5.4549	5.0571	4.4902	5.2645	3.5468	4.6343	5.4617	4.9391	4.3747	4.3085	4.9702
DHDDS	7.6762	7.6206	7.7505	7.5996	7.0952	7.9695	7.8588	7.6177	7.5222	7.505	7.892	7.7488	7.9572	7.8251	7.9648
ENSMMUG00000047233	1.3082	1.4217	1.4856	0	0	1.2368	1.091	0.93593	1.101	1.527	1.6488	1.1449	1.1983	2.2518	1.2634
RPS6KA1	5.7419	6.0771	5.4199	6.0922	5.4549	5.2648	5.6648	6.0802	5.3736	5.3626	5.8345	5.8861	5.3434	5.4887	5.5179
ARID1A	7.8352	7.7491	7.8173	7.5903	7.599	7.7937	8.1067	7.9462	7.2815	7.3528	7.6754	7.6929	7.8391	7.5681	7.9486
PIGV	3.8787	3.9019	3.9913	3.9944	0	4.1111	4.2109	3.9644	3.8817	3.5439	4.1909	4.2378	4.1476	4.3534	4.3321
ZDHHC18	3.3319	3.0859	3.3366	3.454	0	3.0099	4.12	2.4765	3.0447	2.4305	3.2544	2.9937	3.2516	3.6193	3.4945
GPN2	4.8813	4.4962	4.4466	4.2981	5.6726	4.8282	4.4902	5.0021	4.8511	5.1497	4.7057	4.3914	4.6349	4.7052	4.6861
GPATCH3	2.324	1.8923	1.2632	1.8031	0	1.0603	1.4305	1.4989	1.7181	1.1728	1.7284	1.3301	0.97898	0.70235	1.7374
NUDC	6.8962	6.8033	6.5626	6.8207	7.1687	6.6088	6.5233	6.4702	6.8566	6.6454	6.5829	6.7736	6.4393	6.8315	6.5603
FAM46B	1.6365	1.4896	1.4332	1.1666	0	1.0603	1.4305	1.9028	0	1.1728	1.1673	1.1449	0.97898	0.70235	0.55273
SLC9A1	4.3206	4.3115	4.5426	4.2981	3.0257	4.5223	4.9519	4.7316	4.4589	4.2144	4.2461	4.4525	4.6032	4.8057	4.5775
WDTC1	5.0653	4.9221	4.7869	5.3071	5.1985	4.9598	5.4391	4.8275	5.0471	4.7054	4.8101	4.8204	4.6902	4.773	5.1891
TMEM222	5.648	5.5178	5.3823	5.9249	5.4549	5.5751	6.0317	5.7538	5.883	5.6235	5.4791	5.6715	5.6465	5.5284	5.6444
SYTL1	0.7073	0.92909	0.67819	1.8031	0	1.0603	0.64627	0	0.46642	0.70244	1.1673	1.3301	1.503	1.5268	0.95138
MAP3K6	5.0097	5.5969	5.3508	5.5178	4.4874	4.7135	5.0536	5.544	4.8511	5.1497	5.8434	5.4495	5.6372	4.869	5.6711
FCN3	10.539	10.741	10.081	10.897	10.213	8.6687	8.9755	9.6586	9.0279	9.5053	9.9783	9.787	9.2693	9.2644	9.9339
CD164L2	1.1798	1.1126	1.4332	0	0	0.85923	1.091	0.93593	1.101	0.70244	1.2773	0.38164	0.89777	0.70235	0
WASF2	7.4805	7.2648	7.2406	6.9997	7.5449	6.6445	6.584	6.8358	6.7065	6.6723	7.5134	7.477	7.4182	7.4122	7.5669
AHDC1	5.9133	5.7945	6.0293	5.478	6.1787	6.3789	6.6505	6.5981	6.9968	6.493	6.0001	6.161	6.099	6.2764	5.8914
FGR	3.5027	3.8119	3.3926	4.4701	3.9343	4.3978	4.6611	5.7781	5.2916	5.7466	4.7635	4.5858	3.9095	4.4805	3.2332
IFI6	6.412	6.4645	6.0835	7.749	6.4384	7.5668	7.2306	7.7582	7.8141	8.0331	7.4131	8.3309	7.1782	7.9028	7.4941
FAM76A	4.072	4.2831	3.9638	4.7625	5.4549	3.8647	4.0231	2.4765	2.9047	3.2901	3.8606	4.2144	4.0287	4.1132	4.0767
PPP1R8	6.2172	5.8277	6.4598	5.895	6.5526	5.93	6.0317	6.0206	6.3289	6.2411	5.9553	6.0335	6.1326	6.129	6.2061
RPA2	0.7073	1.7333	0.84814	1.1666	0	0.62547	0	0	0.46642	0.70244	1.1673	1.1449	0.97898	1.5268	1.2634
EYA3	5.3302	5.1648	5.5426	5.1642	4.4874	4.9723	4.9519	5.1204	5.0636	4.9298	5.046	4.9673	5.3395	5.2948	5.2074
Metazoa-SRP.11	1.9038	1.7882	1.8878	2.2432	0	1.0603	1.7051	0.93593	1.7181	0.70244	1.475	2.3036	2.0458	2.0482	0.55273
PTAFR	0	0.33148	1.2018	1.8031	0	1.0603	1.7051	1.9028	1.101	0.70244	2.1889	0.93242	2.1193	2.0482	1.7374
DNAJC8	7.127	7.0524	6.9958	7.0683	7.0178	6.8754	6.8545	6.8242	6.9663	6.6811	6.8576	6.7974	6.8352	7.2009	6.9019
ATPIF1	8.2593	8.3208	7.9251	8.2864	7.9301	7.9695	8.2231	8.0493	7.498	7.6291	8.2073	8.1194	7.8977	8.0328	8.2677
SESN2	3.4198	2.8735	3.1046	3.8771	3.9343	4.0176	4.1662	3.686	3.9186	3.6913	3.8606	3.3768	3.5726	3.9471	3.7661
MED18	0.88257	1.2754	1.2018	1.8031	0	1.0603	1.091	0.93593	0.46642	1.1728	1.2773	0.93242	1.1983	1.5268	0.95138
PHACTR4	6.1155	6.256	5.684	6.2421	4.8863	4.3602	4.7845	4.9174	3.724	4.1648	5.4559	5.6629	5.5568	5.1238	5.4882
ENSMMUG00000044241	0.7073	1.1126	0.92615	0	3.0257	0.85923	1.4305	0.93593	0.81833	0.70244	0.61723	1.1449	1.2646	0.70235	0.95138
ENSMMUG00000018338	1.8201	1.7333	2.2019	1.8031	3.0257	1.5358	1.7051	1.4989	1.3373	1.527	1.2773	1.4941	1.7998	0.70235	2.379
TRNAU1AP	4.6342	4.4458	4.6209	4.2981	3.0257	4.341	4.2964	4.5182	4.5558	4.1648	4.1188	4.0917	4.2329	3.9471	4.3975
RAB42	2.5998	2.4306	2.2019	2.2432	0	3.104	3.0612	2.6957	1.8765	2.4305	2.1314	2.3894	2.4103	2.4303	2.2433
TAF12	5.8248	5.7502	5.4597	5.8645	5.8617	5.3246	5.0037	5.2298	5.2916	5.124	5.5132	5.3986	5.1421	5.2716	5.1891
GMEB1	4.0353	4.01	3.973	3.9944	3.9343	3.8099	4.0231	3.4652	3.9546	4.4807	3.9793	4.1666	3.9095	3.8873	3.8619
YTHDF2	6.2968	6.1988	6.4712	6.3116	6.757	6.2916	6.2827	6.2799	6.3959	6.4103	6.233	6.355	6.3505	6.4416	6.2243
EPB41	6.1799	5.7536	6.0771	5.8015	6.3144	6.1609	6.4599	5.9794	5.2047	5.0163	5.8072	5.697	6.0528	5.6773	6.2061
SRSF4	6.0389	6.1366	5.8976	5.895	6.5526	6.1718	5.6966	6.1186	6.6799	6.5901	6.3478	6.4777	6.1806	6.3886	6.2773
MECR	3.3911	2.7404	3.3926	2.58	4.4874	2.9605	2.8512	1.4989	2.0191	2.252	2.6232	2.5472	2.5498	2.0482	2.6172
PTPRU	0.2761	1.6761	1.1377	1.1666	0	2.0896	0.64627	1.4989	1.5402	2.0483	2.1314	0.68316	1.328	0.70235	1.5198
LAPTM5	6.9925	7.3989	6.384	7.1464	6.6584	6.7825	7.4139	7.4165	5.9289	6.1292	7.2165	6.6222	6.5414	6.2289	7.2236
SDC3	5.6173	5.5178	5.476	5.8645	4.8863	3.6	4.2964	4.124	3.9186	4.2144	5.046	4.7891	4.5839	4.2621	4.6054
PUM1	7.9565	7.8085	7.9981	7.7901	7.7503	7.9443	8.0768	8.014	7.6456	7.7305	7.8592	7.6845	7.8398	7.7346	7.844
SNRNP40	2.5487	2.8987	2.8682	3.454	0	1.6649	1.7051	1.9028	2.6653	1.8111	2.4925	3.2447	2.8596	2.7321	3.0005
ENSMMUG00000046086	1.3082	0.82776	1.2018	1.8031	3.0257	0.62547	0.64627	1.4989	1.101	0.70244	0.61723	0.38164	2.0458	0	1.2634
ZCCHC17	6.3537	6.2584	6.0599	6.2888	6.1787	5.968	6.174	6.1186	5.9558	5.6597	6.2261	6.0987	5.9356	5.7631	6.41
FABP3	1.7312	0.92909	0.48552	0	0	0.62547	0.64627	2.218	0.46642	1.1728	1.1673	0.68316	0.8117	1.1727	0.95138
SERINC2	0.88257	1.4217	1.8482	2.58	0	1.0603	0.64627	1.9028	1.8765	1.8111	2.3486	2.5472	2.083	1.1727	1.9264
TINAGL1	1.9038	2.7952	1.8482	2.8529	0	2.9093	2.3091	1.9028	3.8439	4.0602	3.0526	2.9937	2.5498	3.3795	3.1597
PEF1	5.9433	5.9412	5.6952	5.8645	6.0289	5.6156	5.8599	6.1186	6.4535	6.2766	5.9004	5.8487	5.7044	5.9356	5.99
COL16A1	0.88257	1.3504	0.76567	0	0	1.6649	0	1.9028	0.46642	0	1.7284	1.1449	1.1983	1.5268	1.9264
PTP4A2	7.7042	7.5084	7.4089	7.412	7.9717	7.9726	8.1561	7.5838	8.1155	7.6652	7.3857	7.4794	7.6736	7.8091	7.6992
KHDRBS1	5.9183	5.5969	5.8682	5.5941	6.0289	5.3914	5.4391	5.2298	5.7665	5.6235	5.4263	5.7466	5.9458	6.0217	5.7732
TMEM39B	5.9482	5.8633	5.9475	5.8645	5.6726	6.1773	6.2722	6.0802	5.1897	5.2482	5.9758	5.7708	6.1193	5.8441	5.9139
KPNA6	3.8787	3.7017	3.8483	3.6093	3.0257	3.9175	3.8071	4.4595	3.8817	4.3087	4.0585	4.1171	4.103	4.1646	3.3698
TXLNA	3.8152	3.6581	3.7445	3.454	3.0257	2.8562	2.6055	2.4765	2.5758	3.1945	3.383	3.4585	3.5462	3.9471	3.4335
CCDC28B	5.4877	5.2505	4.9405	5.2134	4.4874	5.0334	4.8706	5.1578	4.6243	5.1998	5.0382	5.0221	4.7435	5.0709	5.3791
IQCC	2.6491	1.9893	2.1378	3.2801	3.0257	1.8928	2.6055	0	1.5402	0.70244	2.6232	2.4705	1.8865	1.5268	2.503
DCDC2B	1.0388	1.0238	1.0706	1.1666	0	0.62547	0.64627	1.4989	0	0	1.2773	0.38164	1.1983	1.1727	1.2634
TMEM234	1.4262	1.8412	1.9262	1.8031	0	1.394	1.091	0.93593	0.81833	1.1728	2.1889	1.1449	1.447	0.70235	1.9264
ENSMMUG00000006119	3.8367	3.4177	3.6209	2.8529	3.0257	3.8099	2.7336	3.3407	3.3981	3.8875	3.6312	3.7459	3.9095	4.1646	4.2281
FAM167B	8.1043	7.1021	7.9862	7.1337	8.4259	9.7222	9.514	8.8464	9.0321	8.4398	7.1565	7.7304	8.5327	9.3093	7.8986
LCK	1.1798	1.3504	2.0002	1.1666	0	2.4888	2.96	2.4765	2.4803	1.8111	1.2773	1.8974	1.7075	1.8109	1.2634
ENSMMUG00000009948	5.0097	5.0115	4.8128	4.6947	3.9343	4.1111	3.553	4.6811	4.0901	3.6913	4.7823	4.7732	5.0369	5.5087	4.9043
MARCKSL1	9.4986	8.922	9.5205	8.9115	9.7088	9.1982	8.8732	8.3039	9.0848	8.4885	8.3479	8.2092	9.2832	9.2819	8.8942
BSDC1	2.8312	2.7123	2.7869	2.8529	3.9343	3.3154	2.7336	3.3407	3.11	2.5893	2.781	2.9937	2.7711	3.4639	3.2332
ZBTB8OS	4.3508	4.3115	4.0534	4.3867	4.4874	3.7237	4.0231	3.9644	4.1839	4.0602	4.436	4.6394	4.3134	4.5593	4.9266
RBBP4	4.3206	4.3394	4.4532	4.5489	4.4874	3.3154	3.6209	4.124	3.4989	2.8625	4.3999	4.0127	4.3596	4.4805	4.1917
SYNC	1.3082	1.8923	1.4332	2.8529	0	0.34637	0.64627	0	0.46642	0	1.2773	0.68316	0.89777	0	1.7374
KIAA1522	2.262	1.6761	2.2633	1.1666	3.9343	2.0896	1.9357	0	2.2681	1.8111	1.8039	1.3301	2.5498	2.2518	2.2433
YARS	5.2202	5.2554	4.9358	4.7625	4.4874	4.8555	5.1714	4.9604	5.5128	5.406	4.9074	5.3778	5.1064	4.9878	5.0126
S100PBP	5.6235	5.3314	5.5853	5.895	6.3144	5.4818	5.5476	4.9174	4.9613	4.7397	4.9244	4.9248	5.4433	5.248	5.2611
TMEM54	0.2761	0.71876	0.84814	0	0	1.0603	0	0.93593	1.8765	1.527	1.6488	1.3301	0.97898	0.70235	1.2634
AK2	5.678	5.3174	5.618	5.8015	5.8617	6.0764	5.915	5.8019	6.9441	6.618	5.4733	5.986	5.8545	6.2764	5.7357
ZNF362	2.4407	2.0803	2.1702	2.58	3.0257	1.394	1.7051	1.4989	1.3373	1.8111	2.0716	1.8974	1.8438	2.2518	2.2433
PHC2	7.0487	6.9187	6.8192	6.9714	7.5449	7.1314	7.1526	7.1177	7.1826	6.8237	7.0384	7.0784	6.8609	7.0724	7.2191
7SK.2	2.4957	3.1503	3.5113	4.1029	0	3.4997	3.4069	3.2045	3.4494	3.6913	2.9893	3.1495	3.3617	2.5891	3.0005
ZSCAN20	1.1798	1.4217	1.4332	1.1666	0	0.34637	0	1.4989	0.46642	1.527	1.5645	0.68316	1.3887	0	0.55273
GJA4	6.502	4.6074	7.2903	4.9485	6.3144	6.9659	6.5409	4.6288	5.5718	3.9474	4.6958	4.4525	7.1401	7.1121	6.1503
ENSMMUG00000012505	4.9907	4.7527	4.4597	5.0603	4.8863	4.8282	5.0288	4.7803	5.2632	5.0978	4.8551	4.9391	4.7836	5.224	4.9486
TMEM35B	5.7867	6.1861	5.561	6.3561	4.8863	5.8165	5.9417	5.871	5.2342	5.8443	6.2192	6.2267	5.7398	5.9503	6.3201
ENSMMUG00000005000	3.9195	4.0996	4.0793	3.2801	4.8863	3.7237	3.7477	3.3407	3.11	3.5439	3.1426	3.4585	3.9402	3.0918	4.0362
ZMYM1	4.5327	4.6746	4.7228	4.8272	4.4874	3.9684	4.2109	4.5182	3.9896	4.2623	4.3877	4.5675	4.5243	4.2141	4.5199
ENSMMUG00000032194	3.2056	3.2319	3.2482	3.0822	3.0257	3.3542	3.0612	3.686	3.0447	2.5893	4.1768	3.3768	3.6366	3.6911	3.9075
SFPQ	8.5795	8.3237	8.8775	8.4899	8.9271	8.7197	8.562	8.4617	8.7597	8.6816	8.146	8.237	8.4974	8.4159	8.3932
ZMYM4	6.5931	6.4729	6.8345	6.3778	6.0289	6.5263	6.584	6.1744	6.4409	6.0219	6.4744	6.4177	6.9302	6.8074	6.7785
KIAA0319L	3.5293	3.5667	3.5487	3.8771	3.9343	3.6937	3.4818	3.2045	2.3781	3.0921	3.8782	3.6792	4.0191	4.0599	3.2332
NCDN	3.631	3.5187	3.7658	4.5489	3.0257	3.9932	4.0724	3.9644	3.7651	3.0921	3.4314	3.4182	3.8886	4.0046	3.4335
PSMB2	6.2007	6.1313	5.9845	6.4204	5.6726	6.3552	6.374	6.485	6.9125	6.7667	6.3223	6.6745	6.204	6.571	6.5387
C1orf216	1.9038	2.4981	2.6556	2.8529	3.0257	2.8562	2.7336	1.4989	3.9186	3.1945	2.0716	2.3036	2.5761	1.8109	2.2433
AGO4	7.172	7.0326	7.0271	7.291	6.6584	6.6716	6.8961	7.0094	6.3013	6.493	6.9827	6.6702	6.934	6.5899	6.8444
AGO1	3.1031	2.8218	2.9072	2.58	0	2.1788	2.4649	3.054	2.149	1.8111	2.4925	3.1495	3.0024	2.5891	2.379
EIF2C3	3.448	3.9143	3.7118	3.0822	3.9343	3.753	2.8512	3.7849	4.2139	4.5596	3.3073	3.8706	4.1909	3.8248	3.4945
TEKT2	0.88257	1.1126	1.3221	1.1666	0	1.2368	0	0	0.81833	0	0.7756	0.38164	0.97898	0	0.95138
ADPRHL2	5.3601	5.6312	5.2857	5.3518	4.4874	5.3727	5.6648	5.7042	5.6724	5.921	5.4733	5.4986	5.1552	5.6232	5.4578
TRAPPC3	5.4944	5.4124	5.198	5.5941	3.0257	5.2749	5.3217	5.1942	5.2195	5.406	5.5188	5.3986	5.2966	5.4887	5.2074
MAP7D1	4.5716	4.6892	4.4922	4.6237	4.8863	3.4647	3.4818	3.5798	3.4989	3.825	4.6351	4.7891	4.3055	4.5593	4.7872
THRAP3	7.8681	7.7723	7.7572	7.8301	7.1687	7.6665	7.7905	7.5974	7.731	7.8333	7.505	7.6081	7.7201	7.6649	7.8054
SH3D21	2.1292	2.6543	2.1378	2.8529	3.9343	0.85923	1.091	1.9028	0.81833	2.0483	1.3795	1.1449	1.0559	1.5268	1.2634
FAM176B	9.5942	9.9376	8.6406	9.7334	8.8841	8.2433	8.4638	8.764	7.9803	8.2146	8.8577	8.9747	8.1305	8.3619	8.6695
STK40	5.8775	5.6865	5.2894	5.769	5.8617	5.7009	5.7731	5.544	5.7358	5.5089	5.5244	5.68	5.2605	5.3177	5.6578
LSM10	5.2841	5.5137	5.1172	5.5178	3.0257	4.8955	4.9253	4.124	3.7651	3.825	5.0919	5.28	4.8819	5.1238	5.2786
OSCP1	1.7312	2.2067	1.7658	2.58	0	0.62547	1.4305	0.93593	1.101	0	1.1673	1.1449	1.503	1.8109	0.55273
ENSMMUG00000020433	6.4612	6.2584	6.2986	6.2656	6.0289	6.1609	6.1513	6.0802	6.503	6.378	5.9717	5.8025	6.0387	6.1419	5.99
CSF3R	0	0.47245	0.26309	0	0	2.1788	2.3091	3.686	1.5402	1.1728	3.0526	2.819	2.8596	2.2518	1.5198
MEAF6	6.209	6.3227	6.1521	6.2656	6.1787	5.8576	5.7879	5.9584	5.9822	6.1549	6.3509	6.4278	6.0124	6.129	6.1785
SNIP1	4.1934	4.2245	4.2098	4.2038	3.9343	3.8099	4.1662	3.9644	4.0901	4.3537	3.9955	4.2834	4.057	3.8248	4.8352
GNL2	4.2742	4.3668	4.8433	4.4701	5.4549	5.0334	4.7845	4.7803	5.0303	4.5974	4.3505	4.549	4.6962	4.5593	4.7121
C1orf109	2.7878	2.6543	2.7007	0	3.0257	2.6219	2.1344	3.4652	2.5758	1.527	2.6643	2.5472	2.7711	2.4303	2.8215
YRDC	1.8201	1.4896	1.1377	1.1666	0	0.85923	0	0	1.7181	1.527	1.2773	1.3301	0.89777	0.70235	0
C1orf122	1.6365	2.1237	1.4332	1.8031	0	1.2368	0.64627	0	1.5402	1.527	1.1673	1.8974	1.5569	1.1727	1.7374
MTF1	4.3803	4.2831	4.3508	5.2134	3.0257	4.1336	4.1662	4.6288	4.1839	4.6343	4.4711	4.7891	4.352	4.3534	4.3975
INPP5B	3.3013	3.6283	3.4198	3.6093	3.0257	2.5569	3.4069	3.054	2.7496	2.9818	3.5458	3.9575	3.2678	2.7321	3.3031
SF3A3	6.3274	6.2114	6.1722	6.2181	6.3144	6.0412	6.0686	5.9154	5.8923	5.7799	5.988	5.9298	5.9254	5.9649	5.6578
FHL3	4.1597	3.8512	4.6032	3.7494	5.4549	5.6472	5.216	4.124	5.0636	4.3973	4.0585	4.2144	5.2193	5.1747	4.5199
UTP11L	5.7812	5.3947	6.0686	5.0603	6.8493	6.1554	5.6648	5.082	5.8452	5.0163	5.3402	5.0355	5.9458	6.0355	5.6035
RRAGC	6.0014	5.895	5.7337	5.769	6.0289	5.871	6.1281	6.1744	5.9016	6.2411	6.1231	6.1792	5.9508	6.0897	6.0724
ENSMMUG00000039765	3.7935	3.6283	3.7007	3.7494	3.0257	3.5673	3.4069	2.4765	2.6653	2.252	3.6103	3.2447	3.7334	3.8248	3.8619
RHBDL2	4.072	4.0215	3.9168	4.4701	5.1985	3.8376	4.2543	4.6811	5.8064	5.921	3.7881	4.0395	3.4064	4.3534	3.9075
AKIRIN1	2.5487	2.6244	2.2019	3.454	3.0257	2.5569	2.1344	1.9028	2.4803	2.9818	2.7043	2.0102	2.2882	2.5891	2.6172
ENSMMUG00000021561	5.8878	6.018	6.0048	6.2888	6.1787	5.8508	5.4762	5.3954	5.6616	5.318	5.9717	5.7547	5.8943	6.0493	6.0006
MACF1	9.7673	9.6151	9.9178	9.7165	9.6964	9.4069	9.376	9.4708	9.3244	9.5591	9.5121	9.6009	9.7813	9.7358	9.6308
PABPC4	5.6419	5.3679	5.6442	5.5941	5.1985	5.285	5.401	4.8732	5.5248	5.3845	4.8551	4.7245	5.2966	5.5087	5.2611
PPIE	2.5998	2.7123	2.7658	1.8031	3.0257	2.1788	2.96	2.4765	2.9047	2.7323	3.1714	3.0475	2.816	2.4303	3.3031
TRIT1	2.7878	2.6244	3.0003	2.58	3.0257	3.2755	2.96	3.2045	3.11	2.5893	2.9232	2.9377	3.2839	3.1942	2.9138
CAP1	7.4125	6.9701	7.3909	7.0412	7.599	7.7848	7.4656	7.3535	7.5282	7.0726	7.1108	7.154	7.4027	7.5729	7.357
PPT1	6.0435	5.9198	6.148	5.8334	6.6584	6.0172	6.0192	5.8483	5.6061	5.1497	6.0081	5.7628	5.9356	6.3336	5.8685
RLF	5.9823	6.1152	6.1005	6.1183	6.0289	6.331	6.6176	6.2967	6.8566	6.7667	6.1304	6.0133	6.1849	6.2646	6.1119
ZMPSTE24	5.9234	5.9136	5.8682	6.2181	6.0289	5.767	5.8026	5.4567	5.8452	5.7296	5.5466	5.7385	5.52	6.0355	5.7483
COL9A2	2.8312	1.7333	2.6783	2.2432	0	0.34637	0	1.4989	0	0.70244	0.9183	0	1.1289	0	0.55273
SMAP2	3.5027	2.8987	2.5852	1.8031	3.0257	2.4173	2.4649	2.6957	1.3373	2.5893	2.8179	2.6895	2.5229	3.0918	3.7157
ZFP69	1.9829	2.2067	2.2019	2.2432	0	1.2368	1.091	0.93593	1.101	0.70244	1.944	1.6414	1.6088	1.5268	2.379
EXO5	2.5487	3.2902	2.8682	3.2801	0	2.4173	1.7051	2.8859	1.7181	3.1945	2.7043	2.8796	2.9429	2.4303	2.723
ZNF684	2.8312	3.3091	3.1702	2.8529	0	3.104	3.0612	3.4652	2.3781	2.252	2.7431	2.9937	3.0781	3.0918	2.723
NFYC	6.0934	6.0549	6.016	6.1183	6.0289	5.8165	6.0441	5.8483	5.7254	5.605	5.8875	5.6191	5.7074	5.5861	6.0006
CTPS1	1.9829	1.6166	2.7227	0	3.0257	2.2627	2.6055	0.93593	1.5402	1.1728	2.1314	2.4705	2.2882	2.0482	1.9264
SLFNL1	2.743	3.3091	3.3649	3.0822	3.0257	3.1923	3.1557	3.3407	2.9047	3.2901	2.9566	2.4705	2.816	3.2899	2.503
SCMH1	4.5327	4.4962	4.5113	3.7494	4.8863	4.199	4.2964	4.7316	4.2139	4.0049	4.089	3.4977	4.1121	3.7595	4.1917
EDN2	0	0.33148	0.37859	0	0	1.0603	1.9357	3.8774	2.3781	0.70244	1.0481	2.819	0.51762	0.70235	0
HIVEP3	2.324	1.6761	1.9637	2.2432	0	0.34637	2.4649	2.4765	2.8292	3.4642	2.0092	2.0102	1.9684	2.2518	1.5198
FOXJ3	6.3685	6.2921	6.4938	6.6876	6.0289	6.4114	6.251	6.2456	6.3628	6.217	6.2533	6.3603	6.4535	6.2995	6.4644
ZMYND12	0.7073	1.0238	1.2018	1.1666	0	0.34637	1.091	0	0.46642	1.1728	1.2773	1.3301	1.1289	0.70235	0.95138
ENSMMUG00000013126	6.0389	5.9503	5.8307	5.4371	6.0289	5.8372	6.0686	5.8253	5.3056	5.406	6.1194	6.0467	5.8519	6.0493	6.1878
CCDC30	3.0673	2.7404	3.0359	3.7494	4.4874	2.6219	1.7051	3.2045	1.7181	2.7323	3.0213	2.6201	2.3197	2.4303	3.0823
PPIH	5.7589	5.3543	5.3649	5.7015	5.4549	5.1592	5.2803	5.082	4.3551	4.6343	5.4323	5.0619	5.0369	5.1238	5.6444
ENSMMUG00000013136	9.8926	9.6796	9.5057	9.6284	9.7332	9.6495	9.6822	9.4782	9.7089	9.4299	9.7611	9.6414	9.5089	9.6895	9.8066
P3H1	2.7878	2.6836	2.7869	0	3.0257	2.9605	2.1344	1.9028	2.3781	2.0483	2.8889	2.819	2.7938	2.7321	3.1597
C1orf50	3.7935	4.0443	3.4465	4.2038	3.0257	2.9605	4.0231	3.9644	4.122	3.8875	3.672	3.8404	3.6113	4.0599	3.8148
SVBP	5.9775	5.6937	5.5426	5.8334	6.0289	5.525	5.743	5.2645	5.0303	4.8998	5.5899	5.199	5.3699	5.3402	5.5031
ERMAP	3.0673	3.0185	3.4465	2.8529	0	1.7833	1.091	0.93593	0.46642	1.1728	1.8039	1.1449	1.5569	1.5268	1.2634
ZNF691	4.3206	4.0777	4.0534	4.4701	4.4874	4.1558	4.2109	3.2045	3.3449	2.9818	4.3251	4.3056	4.2656	3.5437	4.1917
SLC2A1	1.9829	1.8412	1.8878	1.1666	0	3.6	3.1557	3.4652	3.5932	3.3797	2.4925	1.7751	2.4393	3.2899	2.0936
EBNA1BP2	4.9321	5.0901	4.8179	4.8891	5.4549	4.7283	4.6611	5.0426	4.5322	4.2623	4.9743	4.7891	4.5709	4.959	4.8586
TMEM125	1.8201	2.2067	2.5112	1.8031	0	1.0603	0	1.4989	1.3373	1.8111	3.0526	2.2122	2.8596	1.8109	1.2634
TIE1	9.1291	8.9483	9.2704	8.904	9.3308	9.1166	9.0665	8.5627	8.68	8.2358	8.4796	8.5105	9.2633	9.132	9.0305
CDC20	2.3836	1.6761	2.2633	1.1666	0	2.0896	2.7336	0.93593	2.2681	2.252	1.8756	2.4705	1.659	2.4303	1.7374
ELOVL1	2.5998	2.7404	2.2329	1.8031	3.0257	1.8928	2.3091	1.4989	2.5758	2.7323	2.781	2.3894	1.928	1.8109	1.7374
