	AT1_Progenitor_Ctrl	Differentiating_AT2_Ctrl	AT2_Progenitor_Ctrl	AT1_AT2_Ctrl	AT1_Ctrl	Differentiating_AT1_Ctrl	AT2_Ctrl	Differentiating_AT1_LPS	AT2_LPS	Differentiating_AT2_LPS	AT1_LPS	AT2_Progenitor_LPS	AT1_AT2_LPS	AT1_Progenitor_LPS	AT2_Combo	AT1_Combo	Differentiating_AT1_Combo	AT1_Progenitor_Combo	Differentiating_AT2_Combo	AT1_AT2_Combo	AT2_Progenitor_Combo
ATP13A2	4.814	4.6644	4.059	4.4313	4.691	4.9217	3.7747	5.2622	4.3431	4.7245	4.7767	4.3763	4.4534	2.4938	4.0599	4.5572	5.4063	4.3876	4.5421	4.4487	4.3094
SDHB	6.0319	4.5077	5.4925	5.9766	6.3045	5.2045	5.8602	4.3232	5.901	4.2692	5.9687	5.5653	6.0134	6.476	6.106	6.3048	4.8784	6.2619	4.6049	6.2452	5.5202
PADI2	3.6858	5.3273	4.1827	4.3118	1.872	1.7419	5.1487	2.3029	4.2336	4.1451	2.2229	3.5736	3.7379	3.897	4.9342	1.7881	1.6396	3.4015	4.7229	3.523	3.9748
RCC2	5.0538	4.9345	5.1116	5.4224	5.0889	5.2585	5.3376	5.0502	5.289	5.1689	5.6483	5.1327	5.425	4.5947	4.8297	5.1311	5.2023	5.2657	5.2508	5.2554	4.8091
ARHGEF10L	2.9602	3.1424	3.6078	3.4966	2.8044	3.3089	3.2131	2.9179	2.447	2.3145	2.7802	2.3476	1.9103	0	2.3498	3.1903	3.4953	3.0313	2.9525	2.7793	1.9621
ALDH4A1	4.0232	4.9749	4.7207	4.6721	3.1669	3.1654	4.9312	5.5313	5.2473	4.7245	5.2909	5.0159	5.3855	4.8478	4.9919	4.8069	4.7383	4.4415	4.5739	4.9659	4.5364
ENSMMUG00000004754	2.1346	0.90301	1.6952	1.1536	1.0762	1.4012	1.2503	3.038	2.38	2.5284	2.701	2.1402	2.534	2.4938	1.2781	1.155	2.1127	0.84579	1.737	1.1601	1.6655
UBR4	4.9782	4.5077	4.4523	4.1619	4.5615	4.7563	4.1996	4.8015	4.1046	5.0354	3.9011	3.73	4.1455	3.897	3.7131	4.2436	4.8709	3.6959	4.6503	3.7217	4.0608
EMC1	1.4306	3.516	2.6375	2.6755	2.3819	2.827	2.3609	2.643	1.7442	1.759	2.1048	0.74987	1.8534	0	1.9113	1.9685	3.097	1.3755	2.435	1.6603	1.6655
MRTO4	5.7431	5.3885	5.5162	5.6221	5.9739	5.1861	5.4959	5.5717	6.1449	5.6057	6.286	6.3354	6.3217	6.3175	5.7478	5.4372	5.1232	5.9447	5.0282	5.6551	5.5942
AKR7A3	6.0688	3.516	4.6366	5.9988	6.2467	4.1604	5.3474	3.6027	4.5246	2.0634	5.7001	4.5955	4.6746	4.8478	3.0693	3.1903	2.0081	3.2883	1.6202	3.3372	2.8144
AKR7A2	6.2724	3.8124	5.2595	5.6853	5.9739	3.53	5.7609	3.1488	4.6293	1.3728	5.0245	3.8023	4.7309	4.5947	5.1008	5.6766	3.4953	5.3527	2.745	5.4665	4.2917
PQLC2	2.6056	3.1424	3.3152	3.6452	3.0559	3.1272	3.5553	3.5226	3.4619	3.6919	3.5408	3.0871	3.6065	2.4938	3.2286	3.8575	3.4361	3.6043	2.9034	3.315	3.8596
CAPZB	7.3851	5.8247	6.7607	7.2584	7.4032	6.5984	7.0383	5.999	6.7465	5.4569	7.196	6.3715	6.9557	6.9782	7.139	7.677	6.4677	7.1509	5.9282	7.429	6.7667
MINOS1	6.5056	4.9345	6.2687	6.3372	6.2717	5.869	6.2586	4.732	6.0484	4.7672	6.2517	5.9464	6.1075	5.6993	6.4393	6.4811	5.6297	6.4447	5.2703	6.5002	6.372
ENSMMUG00000003234	0	0.90301	2.6375	1.8853	1.4717	1.2671	2.0121	2.0972	1.6336	2.0634	1.6785	2.3476	1.294	0	1.7295	1.654	1.3284	0.84579	2.0396	1.7291	2.1307
ENSMMUG00000032231	4.1663	0.90301	3.2028	2.5604	2.6086	2.5083	2.4363	1.8572	2.3098	2.3145	2.5283	1.6064	2.2556	2.4938	3.1145	2.9537	2.545	4.2125	3.0001	3.3372	2.8631
TMCO4	2.6056	3.7202	3.3152	3.2954	3.6214	3.2389	3.8317	2.0972	3.1363	3.1617	2.8552	3.0871	3.0206	4.2876	2.7444	3.3934	3.2423	2.7183	3.5073	3.6167	2.9101
ENSMMUG00000010764	2.9602	0	2.8009	2.6755	2.185	2.2484	1.9099	3.038	2.1976	2.8795	2.4335	2.3476	2.3815	0	2.3994	2.4856	2.8166	2.318	3.0461	2.3257	2.764
MUL1	2.9602	2.6369	3.3152	4.1421	4.2781	3.3756	3.9393	3.2517	3.586	2.8795	4.0362	3.4886	3.915	4.2876	4.1276	4.0163	3.5145	3.2883	3.4051	4.3539	3.5682
PINK1	5.1256	3.8991	4.1222	5.0482	5.0982	4.731	4.8088	3.6785	4.0518	2.0634	4.4291	2.69	3.9561	3.897	4.4492	5.0992	4.325	4.8128	3.1339	4.8625	3.6811
DDOST	6.5585	5.7095	5.9055	6.9191	6.8309	5.7609	7.0353	5.7226	7.5529	6.0994	6.8963	6.2214	7.3166	6.5492	7.6426	7.1951	5.7682	6.8153	5.9706	7.4922	6.664
HP1BP3	7.5377	6.5823	7.064	7.0687	7.1721	6.9608	7.0683	6.6629	6.636	6.6376	6.6913	6.3475	6.78	6.476	6.6951	7.0015	6.9062	7.1099	6.7766	6.9345	6.7344
EIF4G3	5.5478	5.8247	5.2021	5.0694	5.2319	5.5532	5.4692	5.4898	5.3251	5.2313	5.5388	4.8553	5.5643	4.8478	5.2399	4.7256	5.3325	5.4611	5.606	5.1402	4.8337
ECE1	7.9073	7.7008	7.5394	7.9692	8.3923	8.3702	7.2518	8.3147	7.317	7.747	7.9641	7.3923	7.7552	6.6853	7.197	8.2833	8.6915	7.6689	7.528	7.6017	7.2534
RAP1GAP	2.1346	4.0583	4.059	2.7821	1.4717	1.2671	4.5102	0.7275	3.3957	3.778	1.0707	2.8349	2.4597	0	4.816	1.4259	1.8954	3.6959	4.5421	3.5035	3.8834
USP48	6.2404	5.5036	5.0151	5.4141	5.4597	5.7795	4.8088	5.2622	5.0242	5.4306	5.0245	4.7858	5.0163	4.2876	5.0551	5.0862	5.5575	4.8924	5.4607	5.0149	4.6096
HSPG2	4.2965	4.1317	3.4195	4.2009	5.0508	5.9313	3.6847	4.2254	1.4498	3.1617	3.3464	2.69	2.4212	2.4938	2.4937	3.8727	5.2082	2.7183	3.5073	3.1986	2.8144
ENSMMUG00000020035	2.9602	1.4541	2.242	2.7821	2.9768	1.5239	2.6415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42	8.8364	7.1402	7.8458	8.6562	8.9118	7.8222	8.2072	7.2771	8.3852	7.2854	8.4761	7.753	8.4059	8.3861	8.2281	8.5783	7.4014	8.4255	6.9038	8.4241	7.744
ZBTB40	3.8644	3.1424	3.6935	2.2984	2.6086	3.2389	2.6415	2.643	2.0329	2.5284	2.701	2.3476	2.2556	0	2.5822	2.4455	3.1471	2.0666	3.4051	2.8428	2.4818
C1QC	3.482	0	0	0.79477	0.52947	0.55477	0	0.7275	0.31891	1.3728	0	2.1402	0.1956	0	0.43969	0.20584	1.2389	3.5064	1.4931	0.54897	0.78585
EPHB2	1.4306	1.852	1.3174	2.0649	3.0938	2.827	2.197	0.7275	1.1615	1.759	0.45083	0	1.377	0	1.6498	2.705	2.9066	0.84579	2.2896	2.0845	1.6655
KDM1A	5.3817	4.9749	4.6793	5.1006	5.1168	4.639	5.1146	4.659	4.5854	4.8883	4.6134	4.4228	4.8002	2.4938	4.8829	5.0992	4.8857	4.9679	4.8188	4.9151	4.3268
LUZP1	6.0319	4.9345	4.6793	4.7529	5.3464	5.3934	4.721	4.732	4.0942	3.9362	4.5242	3.5736	4.1096	3.897	3.9477	5.1437	5.1964	5.2355	4.6354	4.6124	4.3611
HNRNPR	7.9769	6.8341	7.2523	7.69	7.8622	7.3918	7.7259	6.3515	7.2784	6.4138	7.3072	6.746	7.2644	7.3904	7.1944	7.1676	6.8768	7.3684	6.6482	7.1458	6.718
ZNF436	4.0232	3.4018	3.3152	3.2589	3.5135	3.6694	3.2554	3.4378	2.0329	3.1617	2.9266	2.3476	2.4212	3.3597	2.2453	3.3066	3.4953	3.1655	2.9034	3.3372	2.9557
TCEA3	4.814	3.1424	3.993	4.8541	4.8098	4.7811	3.6214	2.3029	0.45531	0.8439	1.6785	0.74987	1.9649	3.3597	1.978	3.9319	3.3317	3.782	1.6202	3.2463	2.2081
ASAP3	2.6056	1.4541	2.242	2.4353	2.8044	2.6764	1.8	2.787	1.8958	2.5284	2.7802	2.3476	2.211	0	1.4289	2.1289	2.545	2.7183	1.6202	1.5121	0.97488
ID3	10.509	8.2091	9.7289	10.752	11.189	10.143	9.1201	7.1761	7.9134	6.8212	8.8417	8.2135	8.5238	8.1239	8.3323	10.461	9.4037	9.8219	8.1945	9.9026	9.138
RPL11	10.147	8.6575	9.8175	10.09	9.8882	9.0548	10.276	8.0152	9.8579	8.3172	9.7551	9.6607	9.8384	10.321	9.7735	9.6696	8.4665	9.7489	8.4404	9.7625	9.4817
ELOA	5.4945	5.3273	5.4684	5.6853	5.1974	5.0599	6.1452	5.403	6.0267	6.0133	5.7985	5.2917	6.0036	5.4159	6.1698	5.5453	5.2604	5.7011	5.731	5.79	5.6298
PITHD1	5.874	4.3319	5.3935	5.7326	5.9115	4.8992	5.4602	3.8847	5.3116	4.1451	5.344	4.8553	5.3704	5.5646	5.4098	5.6011	4.499	5.0396	4.3719	5.6418	5.0697
LYPLA2	5.2593	4.4515	5.2021	5.1109	4.8875	4.6659	5.0915	4.4584	5.8524	5.0354	5.8174	5.2144	5.747	6.0412	5.7237	5.3035	4.7944	5.2046	5.2896	5.5306	5.7316
GALE	4.0232	4.6644	5.3146	5.2097	4.6785	4.0005	5.5134	5.7404	7.4279	6.4003	6.5174	7.0129	7.0955	7.35	7.2655	5.7108	4.9365	5.9632	6.3419	6.5651	6.8656
HMGCL	5.6967	4.2682	5.2595	5.7524	5.6501	4.4964	5.598	3.1488	4.4693	3.778	5.0881	4.7858	4.6828	5.063	5.1523	5.4923	4.5181	5.6099	4.2592	5.2728	4.5661
FUCA1	6.9826	5.6357	6.1675	6.9819	7.2789	6.0226	6.8785	5.8095	6.9651	5.8833	6.771	5.9779	6.9319	6.3989	7.0545	7.022	5.6816	6.2162	5.6662	6.8957	6.0162
PNRC2	7.6876	6.8341	7.4375	7.9706	7.9359	7.4606	7.6227	6.0569	6.607	5.629	6.9572	6.4182	6.7217	5.936	6.9983	7.5147	7.139	7.3116	6.8465	7.4773	7.0815
ENSMMUG00000038562	6.0688	6.9091	6.6036	6.3802	6.5392	6.8941	6.4345	6.6251	6.1066	6.7904	6.5116	6.6415	6.2711	6.3989	6.5491	6.9718	7.1452	6.335	7.2882	7.0549	7.0712
IFNLR1	2.1346	1.4541	2.242	2.8813	2.8495	2.8739	2.3609	2.643	2.0759	2.5284	3.5408	1.8978	2.8275	0	1.7677	2.2732	2.9636	2.0666	1.9456	2.234	1.4274
ENSMMUG00000037652	2.1346	0.90301	0	1.3043	0.52947	0.95448	0	1.2088	0.99243	0	0.45083	0.74987	0.1956	0	0.61774	0.54603	0.93114	2.0666	0.60269	0.82516	1.142
NIPAL3	4.814	5.4757	5.5162	5.7458	5.8738	5.6372	4.9312	5.5914	4.7469	4.8883	5.5946	4.821	5.1102	2.4938	4.5012	5.8127	5.4912	4.0828	4.5581	5.1837	4.6655
RCAN3	5.3817	4.5619	5.6074	5.3375	5.6048	5.3934	5.1031	3.6027	3.8188	4.3275	4.3273	3.8023	3.901	3.897	4.1054	5.1437	4.9786	4.3876	4.4251	4.9371	4.378
SRRM1	7.4565	7.184	7.4375	7.6253	7.3822	7.2634	7.5245	7.5984	7.7051	7.7309	7.888	7.4995	7.7696	7.6453	7.6969	7.7228	7.4877	7.5755	7.5541	7.8016	7.5952
ENSMMUG00000002416	4.7243	4.1317	3.5167	3.3309	3.0938	3.0476	3.0783	2.9179	3.2718	4.0788	3.3464	2.9665	3.3431	3.897	2.6857	2.3619	2.8473	4.0133	3.2167	2.5323	2.5428
SYF2	8.0709	6.6464	7.5102	7.5556	7.7961	7.3195	7.4627	6.1127	6.4196	5.8637	6.8603	6.6217	6.6567	7.0805	7.0301	7.7405	7.1574	7.6112	6.5317	7.4003	7.1146
C1orf63	7.3254	8.144	8.0747	7.9916	7.8386	7.6544	7.9865	7.5935	6.9779	7.6361	7.5297	7.6829	7.2941	6.9242	7.531	7.9175	7.3845	7.7777	7.4722	7.6992	7.8383
ENSMMUG00000041183	2.6056	2.8257	0.80414	2.2984	1.872	1.637	2.9296	2.643	2.0759	1.759	2.701	3.0871	2.3407	2.4938	1.9451	2.3619	1.4924	0.84579	2.0396	2.5323	2.1307
TMEM50A	7.1979	5.9719	6.6999	7.4011	7.7433	6.5914	7.0047	6.1398	7.1486	5.7189	7.4772	6.6994	7.2888	6.3175	7.0271	7.7682	6.3814	7.3116	5.4776	7.4748	6.7047
ENSMMUG00000011156	2.6056	0.90301	2.242	1.4407	1.0762	0.55477	1.8	1.5692	1.4498	0.8439	1.3029	0.74987	0.36782	0	1.5655	1.4259	0.812	1.3755	0.33259	0.94567	0.31193
TMEM57	5.6488	4.9749	5.1424	5.2097	5.2738	5.2497	5.2567	4.1739	5.0077	5.0354	4.9059	4.5117	5.0609	5.2502	5.1304	5.1437	4.8709	4.8128	4.7087	4.9659	5.1106
MAN1C1	4.4159	2.9927	2.8009	4.0807	4.1397	4.0827	2.9809	3.5226	2.3098	1.759	4.0993	2.69	2.2556	2.4938	2.8727	4.48	4.2808	4.4935	2.5026	3.7048	2.8144
SELENON	1.4306	1.852	0.80414	1.5653	2.442	1.7419	2.0121	0	0.57992	1.3728	1.3029	0	1.294	0	1.4289	1.654	1.8954	2.318	2.0396	1.9177	1.6655
MTFR1L	5.5478	4.1317	4.9469	5.5784	5.8182	4.6116	5.5047	3.8192	5.1552	3.3976	5.1036	4.5955	5.1402	5.6993	5.4863	5.7317	4.4399	5.5861	3.7766	5.5686	4.8935
PAQR7	2.1346	1.852	1.6952	2.147	2.0369	1.8396	2.4363	1.2088	1.8958	0.8439	1.6785	0.74987	1.294	0	1.6902	2.4455	1.7732	2.318	0.83011	1.7291	1.4274
STMN1	9.1306	6.1055	7.3741	8.627	9.3911	7.9886	7.2853	5.403	4.8741	4.4374	6.8694	4.821	5.9127	6.2312	6.3206	8.2502	7.1172	8.1295	5.2008	7.604	6.6293
PAFAH2	4.2965	2.6369	2.8009	3.4966	3.8156	3.5589	2.9296	3.038	2.715	3.1617	2.5283	1.8978	3.096	2.4938	3.0996	3.4143	3.2652	2.5319	3.0461	3.6167	2.9101
SLC30A2	1.4306	0.90301	0.80414	0.57519	0	0.55477	0.35139	1.2088	0.69462	2.3145	0.45083	0.74987	1.0118	0	0.91899	0.82112	0.812	0	1.3537	0.69367	1.6655
PDIK1L	3.2445	3.516	3.0808	3.4326	2.8932	2.3179	4.1332	2.0972	3.3957	2.5284	3.0595	2.3476	3.2136	2.4938	3.7229	3.1903	2.7207	3.4015	3.6332	3.2925	3.5682
FAM110D	1.4306	0.90301	1.3174	0.79477	0.52947	0.76842	1.4086	1.2088	0.80087	0.8439	0.45083	1.2408	1.0118	0	0.43969	0.38594	1.0412	2.318	0.33259	0.38813	0.78585
ENSMMUG00000004682	5.194	3.6217	4.8382	5.6293	5.2319	3.8908	5.4328	4.5821	6.3901	4.7672	6.4032	6.4523	6.5059	7.176	6.0391	5.6766	4.3784	5.5861	4.7229	6.074	5.6985
CNKSR1	3.2445	2.8257	2.8009	3.1437	3.1669	3.6152	2.8764	3.3478	2.511	3.5025	2.701	3.5736	2.968	0	2.5386	3.2143	3.5706	2.8832	3.295	2.7793	3.0845
CATSPER4	0	2.1635	1.3174	1.4407	1.3516	1.9312	1.0726	3.4378	1.0794	1.3728	1.0707	2.3476	2.1176	0	1.3804	1.9685	2.7854	2.0666	2.211	1.9177	1.142
CEP85	3.2445	4.0583	3.7744	3.9947	3.6214	3.6694	3.7153	4.0074	3.8188	3.3976	3.8284	2.5289	3.7994	0	4.4013	4.3341	4.5371	4.5437	4.4595	4.5086	3.9068
SH3BGRL3	6.8617	5.1965	6.1972	6.7055	6.6862	5.7609	6.2895	4.2751	5.6821	4.3275	6.0267	5.4121	5.9162	5.936	6.4408	7.1031	5.8649	6.9701	5.355	6.981	6.5609
UBXN11	2.1346	0.90301	0.80414	1.5653	1.9568	1.1193	2.0121	1.5692	1.7442	0.8439	1.5029	1.2408	1.8534	0	1.1097	1.155	1.0412	1.762	1.0265	1.0569	0.56826
CD52	5.3817	5.3885	5.6508	3.5579	3.9458	5.2408	4.3824	4.835	3.1763	4.1451	2.701	3.1984	2.534	5.063	2.5822	3.3722	4.6629	6.1367	4.3353	2.6073	4.0608
CRYBG2	1.4306	0.90301	1.9944	1.8853	1.9568	1.1193	1.2503	0	0.31891	0	0.45083	0	0.36782	0	1.2242	2.7714	1.8356	1.762	0.33259	2.1361	0.97488
DHDDS	8.6662	7.6009	8.4396	8.6623	8.3808	7.7829	8.8616	6.8793	8.2346	7.0198	8.1149	7.8542	8.1176	8.4448	8.9943	8.8684	7.7753	8.9335	7.9622	8.9311	8.5202
ENSMMUG00000047233	2.6056	1.852	2.8009	1.5653	1.5827	1.9312	2.7637	1.2088	1.5749	0	1.835	2.5289	1.7943	0	2.103	1.3412	1.3284	2.7183	1.737	1.9755	2.3514
RPS6KA1	5.5478	4.7131	5.2873	5.571	5.7185	5.1674	5.4602	5.5914	5.8116	5.3764	6.4644	5.4798	6.0953	5.936	5.2501	5.9262	5.4469	5.4348	4.9456	5.7114	5.0383
ARID1A	6.3037	6.6589	6.2687	6.8716	6.6389	6.3883	6.6755	6.855	6.1297	5.9026	7.0115	5.6656	6.7197	5.6993	6.1573	6.7307	6.8392	5.9996	6.3557	6.5318	5.7381
PIGV	4.1663	3.6217	3.2028	3.8793	3.9458	3.5004	3.8034	3.7506	3.494	3.9362	3.8652	3.8711	3.4037	3.3597	3.8442	3.9319	3.3099	4.0133	3.6332	3.8196	3.3465
ZDHHC18	2.6056	2.8257	0.80414	1.6801	1.4717	1.1193	1.4086	2.3029	1.5749	0.8439	1.9762	1.6064	1.9103	0	1.6082	1.7226	2.1622	1.762	1.9456	1.9177	1.9621
SFN	0	0	0.80414	0	0.91593	0.55477	1.0726	0	0.69462	0	0.45083	0	0.66065	0	0.61774	0.69012	1.3284	1.3755	1.0265	1.0569	0.97488
GPN2	3.2445	3.8991	3.993	3.9496	3.5135	3.7216	4.1996	3.8192	4.3606	3.5025	4.2178	3.73	4.3129	5.2502	4.1202	3.9173	3.6767	4.0133	4.0265	4.1049	3.9068
GPATCH3	0	1.4541	1.6952	1.4407	1.6857	1.1193	1.6809	0	1.3829	0.8439	0.79382	0.74987	1.294	0	1.0489	0.54603	1.0412	1.3755	0.60269	1.0569	0.97488
NUDC	7.1121	5.5843	6.3501	6.7088	6.9417	5.7293	6.9606	5.2867	6.846	5.4306	7.0115	6.3596	6.8453	7.35	6.8657	6.7012	5.5247	6.6872	5.6364	6.7564	6.4537
NR0B2	2.9602	2.9927	2.9477	3.0185	1.0762	1.1193	3.2554	0	1.4498	0.8439	1.6785	1.6064	1.0118	3.3597	2.4707	2.4043	0.53942	2.0666	2.1278	1.9755	2.6014
KDF1	4.5262	2.9927	3.993	4.1815	4.2944	3.4393	4.4014	3.2517	4.0518	2.3145	4.0993	3.654	4.1216	4.5947	3.9888	4.45	3.8681	3.8633	3.2564	4.287	3.1643
TRNP1	5.0538	2.1635	2.242	4.3295	4.7277	3.6152	2.3609	2.9179	1.2392	1.759	3.6711	1.6064	2.1176	2.4938	1.1681	3.4753	3.2191	4.1491	0.33259	2.3694	1.142
FAM46B	5.6967	4.8499	5.8691	6.9249	6.5392	5.7293	5.4959	4.6959	4.1556	3.3976	5.7304	4.9538	5.35	2.4938	4.3519	5.8322	3.9266	5.1731	2.9525	5.1652	4.4274
SLC9A1	4.0232	3.516	2.4533	4.1219	4.5884	4.4661	2.9809	3.4378	1.8958	3.1617	3.4468	2.1402	2.7977	0	2.0727	3.141	3.3952	3.1655	2.6881	2.7465	2.0489
WDTC1	4.7243	3.516	4.1827	4.4313	4.7155	4.252	4.3438	3.5226	3.7274	2.8795	3.7121	3.4886	3.7221	2.4938	3.8795	4.3231	3.9966	4.2125	3.663	4.2288	3.8108
TMEM222	5.6967	4.3319	5.3935	5.4224	5.5375	4.7182	5.4781	4.835	5.1145	4.7672	5.5273	5.2144	5.1343	3.897	5.3385	5.5263	4.7626	5.1731	4.6202	5.5209	5.2452
SYTL1	4.2965	4.1317	4.4523	4.6721	4.7752	4.4036	4.5949	3.8192	4.3075	3.6003	4.0362	4.2783	4.4534	3.3597	5.0474	5.0992	4.7301	4.5922	4.7648	5.0218	4.8459
MAP3K6	2.9602	5.1965	4.7207	3.7006	2.6086	3.8445	3.7453	4.4147	3.1959	4.7672	3.4946	3.3982	3.4428	2.4938	3.6011	3.5145	4.2467	3.4015	4.7648	3.1492	4.102
FCN3	7.0019	5.4181	4.9469	3.9496	4.5342	5.1579	4.5784	2.787	2.236	3.6003	2.4335	2.5289	1.8534	5.063	3.1293	2.5246	4.0236	5.5124	4.0717	2.0845	3.125
CD164L2	5.4945	5.7333	6.0906	5.8839	4.7155	3.9357	6.8127	2.3029	3.478	3.6003	2.7802	3.73	3.1442	0	5.2669	3.8727	3.1955	4.6391	4.0034	4.0113	4.8337
GPR3	0	0	0.80414	0.31607	0.52947	0.30389	1.0726	0	1.4498	1.759	1.835	0	1.1121	2.4938	0.84937	0.69012	0.38102	0.84579	0.33259	1.0569	0.56826
WASF2	7.4565	5.7333	6.6256	6.7521	7.1632	6.7909	6.2164	6.099	6.0458	6.1807	6.098	6.0088	6.2045	6.3175	6.248	6.7513	6.7407	6.8456	6.1862	6.4501	6.3031
AHDC1	4.7243	5.2303	4.5927	5.1211	4.8982	4.9764	4.8645	5.7754	5.18	4.9637	5.9171	5.6263	5.5102	2.4938	4.6417	5.7234	5.744	5.0396	5.4263	5.516	4.9509
FGR	2.1346	0.90301	1.3174	0.57519	1.0762	1.2671	0.86976	2.0972	1.69	3.778	1.6785	2.69	1.6006	0	0.9854	1.4259	2.345	3.2883	2.9525	0.94567	2.4181
IFI6	4.2965	2.1635	3.0808	3.3656	3.9664	3.088	3.4131	6.2054	6.1847	5.2615	7.8333	6.1948	6.8471	6.7489	6.091	7.7863	6.7488	7.059	4.9334	7.0583	6.0896
FAM76A	3.8644	3.8124	4.059	4.1421	4.3107	3.9357	4.4568	4.0074	4.224	4.1451	4.4291	3.654	4.1455	4.2876	4.1782	4.1344	3.5145	3.4015	3.8036	4.4178	4.2557
PPP1R8	4.2965	5.0899	4.7207	4.4475	4.2277	4.4507	4.8229	5.5717	4.9278	5.652	4.656	5.5444	5.0609	4.2876	5.0199	4.7172	4.8332	4.8532	5.4088	4.6215	5.1891
RPA2	1.4306	2.6369	1.3174	1.8853	1.5827	0.95448	2.1075	1.2088	0.80087	2.0634	0	1.2408	1.0118	0	1.6082	0.9412	1.5679	2.0666	1.6202	1.4318	1.2917
SMPDL3B	0	0	0.80414	0.79477	0.28889	0	1.0726	0	1.4498	0.8439	0.45083	0.74987	0.78743	0	1.2242	0.20584	0	0	1.0265	0.54897	1.2917
EYA3	4.5262	4.4515	4.2966	4.817	4.5479	4.5551	4.8645	4.7672	4.2048	4.5881	4.3007	4.2783	4.463	3.897	4.3006	4.2782	4.4893	3.6043	4.5421	4.3755	4.2557
Metazoa-SRP.11	1.4306	2.1635	0.80414	1.4407	1.3516	2.0985	1.6809	0.7275	1.1615	2.0634	1.3029	0.74987	1.1121	0	0.9854	1.2511	1.4924	0.84579	2.1278	1.0569	1.4274
PTAFR	0	0.90301	0	0	0.28889	0.95448	0	1.5692	0.31891	2.3145	0.45083	0.74987	0.36782	0	1.0489	0.20584	1.7079	2.5319	1.1994	1.1601	2.1307
DNAJC8	7.2945	5.6357	6.5239	6.7122	6.6517	6.0586	6.6637	5.7754	6.2865	5.3764	6.397	6.2082	6.3807	6.8097	6.591	6.5346	5.6816	6.7843	5.6213	6.6137	6.2121
ATPIF1	8.7984	7.6329	8.6364	8.8555	8.8714	8.2286	8.5811	7.2338	7.9919	7.0287	8.3076	8.2463	8.1252	8.3861	8.4578	8.7146	7.8956	8.7927	7.6997	8.6659	8.6594
SESN2	2.1346	1.852	0	1.5653	1.0762	1.4012	2.3609	1.8572	2.511	3.0275	2.5283	2.1402	2.211	3.3597	2.2721	1.5819	1.9529	2.318	2.0396	2.031	2.2081
MED18	2.1346	0	2.4533	0.79477	2.0369	1.2671	1.2503	1.5692	1.6336	0	1.5029	1.2408	1.4554	2.4938	1.8767	1.9109	1.1434	1.762	1.3537	1.5881	1.8699
PHACTR4	2.9602	2.4195	3.0808	3.2215	3.4563	3.6694	3.2554	3.8192	2.8449	3.9362	3.6711	3.8023	3.1442	2.4938	2.9744	3.6082	4.1881	3.2883	3.5398	3.5035	3.4134
ENSMMUG00000018338	2.1346	0.90301	1.3174	1.1536	0.91593	0.76842	1.6809	1.2088	1.2392	1.3728	1.3029	0.74987	1.8534	0	1.2242	1.8508	0.812	1.762	1.0265	1.0569	1.5514
TRNAU1AP	5.1256	3.7202	4.5006	4.4636	4.4043	3.9134	4.4014	3.8192	4.3519	4.2692	3.8284	4.0598	4.3748	4.5947	4.3706	4.345	3.6767	4.4935	3.907	4.5567	3.7344
RAB42	1.4306	1.852	2.242	1.4407	1.4717	1.7419	1.6809	2.643	1.5749	2.0634	0.45083	2.5289	1.4554	0	0.69915	0.54603	0.93114	1.762	1.6202	0.69367	0.97488
TAF12	6.1048	4.4515	5.2311	5.9482	5.8574	4.7933	5.6544	4.0074	5.5165	3.8593	5.5388	5.1604	5.4347	6.5492	5.7309	5.5874	4.6103	5.6332	4.1581	5.4766	5.208
U11	0	2.6369	1.6952	1.1536	1.3516	1.8396	1.4086	1.5692	1.2392	2.3145	0	1.2408	1.1121	0	1.1097	0.9412	1.3284	0.84579	2.435	0.69367	1.5514
GMEB1	1.4306	2.1635	3.2028	2.9742	2.9356	2.7284	3.8317	3.2517	3.3439	3.5025	3.7121	2.8349	3.5717	3.897	3.4564	3.3066	3.0185	2.318	2.9525	3.5035	3.5973
YTHDF2	5.874	5.7095	5.8874	6.1949	6.0041	5.6641	6.4753	5.9385	6.8783	6.4536	6.6392	6.4746	6.7914	6.6189	6.7888	6.2331	5.7841	6.0698	6.063	6.5768	6.1979
EPB41	4.8984	4.6141	4.059	4.4636	4.4342	4.8763	4.2211	4.542	4.8246	5	4.8148	4.468	4.9018	3.897	4.1349	4.1344	4.7706	4.6845	4.6651	4.3096	4.0398
SRSF4	6.0688	5.4757	5.3414	5.5333	5.5167	5.1292	5.7086	5.3344	5.74	5.3485	5.8545	5.3166	5.7741	6.3989	5.8516	5.3904	5.0723	5.7447	5.4607	5.4665	5.3081
MECR	3.8644	3.8124	3.3152	3.9723	4.2106	3.747	3.7747	4.0074	4.1354	3.2845	4.2178	4.1176	4.1921	3.3597	3.862	4.0568	3.6767	3.5064	3.7766	4.1557	3.5973
PTPRU	4.8984	6.1236	5.8691	5.4388	5.2061	6.3137	4.8915	6.3745	4.6365	5.8833	5.6055	5.2917	5.2489	4.8478	3.9643	5.1989	6.0375	4.8924	4.9816	4.7261	4.6517
LAPTM5	2.9602	2.1635	2.4533	0.98531	0.91593	2.2484	2.0121	2.3029	1.1615	2.3145	1.6785	1.8978	1.377	4.2876	1.8767	0.9412	2.345	3.2883	2.211	1.0569	1.8699
